codeCn,cn,codePinyin,pinyin,codeEn,en,codeFr,fr,isFavorite
mqo,亲口,qk,qīn kǒu ,, say sth. personally ,, F.de sa propre bouche ; soi-même,
mqog,深信,sx,shēn xìn ,, believe deeply,, F.croire fermement ; être intimement persuadé,
mqog,深知,sz,shēn zhī ,, know very well,, F.connaître à fond,
mqoi,谋略,ml,móu luè ,, astuteness and resourcefulness ; strategy,, F.ressources ; plan ; combinaison ; stratagème ,
mqojs,你会后悔的,nhhhd,nǐ huì hòu huǐ de ,ywri,You will regret it,vlr, F.Vous le regretterez ,
mqol,冻结,dj,dòng jié ,, frreeze ; congeal,, F.geler ; se congeler ; se figer ; gel,
mqoq,廉洁,lj,lián jié ,, honest,, F.honnête ; intègre ; incorruptible ; probe,
mqoq,淋浴,ly,lín yù ,,shower,, F.douche,
mqoq,谋害,mh,móu hài ,, plot to murder ; plot a frame-up against,, F.chercher à nuire;préméditer un meurtre;tramer la perte de qn,
mqoq,沐浴,my,mù yù ,, have a bath ; bathe ; immerse,, F.se baigner ; prendre un bain ; être baigné de ; comblé de,
mqot,怀古,hg,huái gǔ ,, meditate on the past ; reflect on an ancient event,, F.entretenir le souvenir du passé,
mqot,添加,tj,tiān jiā ,, add to ; increase,, F.ajouter,
mqpg,澡盆 ,vp,zǎo pén  ,, bathtub,, F.baignoire ; tub,
mqpi,添置,tz,tiān zhì ,, add to one's possession ; acquire,, F.compléter ; remonter,
mqq,亲,q,qīn ,, related by blood ; intimate B kiss ,," F.donner un baiser, embrasser",
mqqj,涼,凉,リョウ、すず-しい、すず-む,, cool ; cold ,, F.frais,
mqqj,謙,谦卑,ケン,,humble,, F.humble,
mqql,涼,l,liáng ,, cool ; cold ,, F.frais,
mqqq,米糕,mg,mǐ gāo ,, rice cake ; rice pudding,, F.gâeau de riz,
mqqt,亲热,qr,qīn rè ,, warm ; cordial,," F.affectueux, familier",
mqr,染,r,rǎn ,, bye ; acquire (bad habit) ,, F.teindre,
mqrd,体外受精,twsj,tǐ wài shòu jīng ,,external fertilization,, F.fertiliser à l'extérieur,
mqrg,米饭,mf,mǐ fàn ,,  rice (cooked)       ,, F.riz cuit,
mqrg,谋反,mf,móu fǎn ,, conspire against the state ; plot a rebellion,, F.tramer un complot ; comploter une révolte ; conspirer ,
mqrg,亲爱,qa,qīn ài ,, dear,," F.cher, chérie",
mqrq,深度,sd,shēn dù ,, depth,, F.profondeur,
mqrt,辣椒,lj,là jiāo ,," capsicum, cayenne, pimiento",," F.poivron, piment",
mqrt,亲友,qy,qīn yǒu ,, relatives and friends ; kith and kin,, F.parents et amis,
mqsi,亲吻,qw,qīn wěn ,, kiss,, F.baiser ; donner un baiser,
mqsl,涂鸦,ty,tú yā ,, poor handwriting ; scrawl,, F.griffonnage,
mqsq,米汤,mt,mǐ tāng ,, water in which rice has been cooked ; thin rice or millet gruel ; rice water,, F.soupe de riz ; eau de cuisson du riz,
mqst,麻药,my,má yào ,, anesthetic,, F.anesthésier ; endormir ; stupéfier ; anesthéie ; narcose,
mqtd,冻,d,dòng ,, frreeze ; feel very cold ,, F.geler ; gelée,
mqtg,案件,aj,àn jiàn ,,law case ; case ; legal case,, F.affaire ; procès ; cas ; cause,
mqtg,谅解,lj,liàng jiě ,,understand ; make allowance for,, F.se montrer compréhensif ; pardonner ; excuser,
mqtg,谦卑,qb,qiān bēi ,,humble,, F.humble,
mqti,床罩,cz,chuáng zhào ,, bedspread ; counterpane,, F.couvre-lit ; couvre-pied,
mqtj,凍,结冰,トウ、こお-る、こご-える,,freeze,, F.Geler,
mqtj,潔,j,jié ,, clean,, F.propre ; pur,
mqtj,潔,洁,ケツ、いさぎよ-い,,clean,, F.Propre,
mqtj,襟,领,キン、えり,,neck ; collar ; neckband ; outline ; main point ; lead ; usher ; have jurisdiction over ; be in possession of ; receive ; draw ; understand ; comprehend ; grasp ,," F.col de chemise, conduire, recevoir, comprendre",
mqtj,辣,辣椒,ラツ,," capsicum, cayenne, pimiento",," F.poivron, piment",
mqtj,謀,谋划,ボウ、（ム）、はか-る,, plan ; scheme ; try to find a solution,, F.combiner un plan ; projeter,
mqtl,辣,l,là ,, hot ; cruel ,," F.pimenté, fort",
mqtl,淋,l,lín ,, pour ; drench,, F.arroser ; mouiller,
mqtl,麻醉,mv,má zuì ,, anesthesia ; narcosis ; anesthetize,, F.anesthésier ; narcose ; anesthésie ; engourdi,
mqtq,床单,cd,chuáng dān ,, sheet,, F.drap de lit,
mqtq,涂料,tl,tú liào ,, coating ; paint,, F.enduit,
mqu,小熊猫,xxm,xiǎo xióng māo ,, lesser panda,, F.petit panda,
mquc,米酒,mj,mǐ jiǔ ,, rice wine,, F.vin de riz ; saké,
mqui,深山,ss,shēn shān ,, remote mountains,, F.au fond des montagnes,
mquq,麻油,my,má yóu ,, sesame oil,, F.huile de sésame,
mquq,亲密,qm,qīn mì ,, close ; intimate,, F.intime,
mqv,紫外线,vwx,zǐ wài xiàn ,,ultraviolet ray,, F.rayons ultraviolets,
mqv,宗,v,zōng ,, ancestor ; clan ; sect ; faction ; school ; principal aim ; purpose ; take as one's model ; learn from,, F.ancêtres ; clan; secte; école; se donner pour modèle; prendre pour maître,
mqvq,袜底,wd,wà dǐ ,, sole of a stocking,, F.fond de chaussette,
mqvt,亲戚,qq,qīn qī ,, relative ,, F.parents ,
mqwq,察觉,cj,chá jiào ,, be conscious of ; become aware of ; perceive,, F.s'apercevoir ; remarquer ; découvrir,
mqwq,漂流,pl,piāo liú ,, be driven by the current ; drift about,, F.aller à la dérive ; à vau-l'eau ; flotter au fil de l'eau,
mqwq,深沉,sc,shēn chén ,, dark ; deep ; heavy ; dull ; concealing one's real feelings,, F.sombre ; obscure ; noir ; profond ; très avant ; sourd ; impénétrable,
mqwq,深究,sj,shēn jiū ,, go into seriously ; get to the bottom of a matter,, F.étudier à fond ; approfondir ; fouiller un sujet,
mqwt,麻风,mf,má fēng ,, leprosy,, F.lèpre,
mqxi,深处,sc,shēn chù ,, depths ; recesses,, F.fond ; profondeur,
mqxl,涂改,tg,tú gǎi ,, alter,, F.biffer et corriger ; raturer,
mqxq,深交,sj,shēn jiāo ,, be on intimate terms,, F.relations intimes ; amitié intime,
mqxq,深夜,sy,shēn yè ,, late at night ; in the small hours of the morning,, F.nuit avancée ; en pleine nuit,
mqxt,宗教,vj,zōng jiāo ,,  religion ,, F.religion ,
mqy,亲人,qr,qīn rén ,, parents,, F.proches parents,
mqy,業,y,yè ,,(line of business ; walks of life)        ,, F.métier ; occupation ; cause ; biens ; s'occuper ; déjà,
mqy,亦  ,y,yì   ,, also ; too,, F.également ; aussi ; de même,
mqyg,凉快,lk,liáng kuài ,, nice and cool ; pleasantly cool ; cool oneself ; cool off,, F.frais et agréable,
mqyg,深奥,sa,shēn ào ,, abstruse ; profound ; recondite,, F.profond ; impénétrable,
mqyl,怀疑,hy,huái yí ,, have doubts about ; doubt ; suspect doubt ,," F.douter de, soupçonner, doute, soupçon",
mqyl,课题,kt,kè tí ,, a question for study or discussion ; problem ; task,, F.sujet de devoir ; devoir,
mqynm,你下次再来的时候给我打个电话,nxcvl,nǐ xià cì zài lái de shí hòu gěi wǒ dǎ gè diàn huà ,gmact, Give me a call the next time you’re in town.,dmual," F.Donnez-moi un appel, la prochaine fois que vous êtes dans le coin.",
mqyq,床头,ct,chuáng tóu ,, the head of a bed ; bedside,, F.tête de lit ; chevet,
mqyq,源头  ,yt,yuán tóu   ,,fountainhead ; source,, F.source ,
mqyq,宗族,vv,zōng zú ,, patriarchal clan ; clansman,, F.clan,
mqzej,不然这样好不好,brzy,bú rán zhè yàng hǎo bú hǎo ,,"Otherwise, do as it ok?",," F.Sinon, on fait comme ça ok?",
mqzg,亲近,qj,qīn jìn ,, be close to ; be on intimate terms with,, F.intime ; proche,
mqzg,深造,sv,shēn zào ,, take up advanced studies ; take a more advanced course of study or training ; pursure advanced studies,, F.se perfectionner ; faire des études avancées,
mqzl,深远,sy,shēn yuǎn ,, profound and lasting ; far reaching,, F.profond et lointain,
mqzq,渠道,qd,qú dào ,,channel，network,," F.Canal,réseau",
mre,擦皮鞋,ipx,cā pí xié ,, clean leather shoes,, F.cirer des souliers,
mrf,不受理,bsl,bú shòu lǐ ,,  reject a complaint,," F.rejeter une plainte ; repousser ; ne pas recevoir, traiter",
mri,小贩,xf,xiǎo fàn ,, pedlar ; vendor ; hawker,, F.petit marchant ambulant ; colporteur,
mrj,小叔子,xsv,xiǎo shū zǐ ,, husband's younger brother ; brother-in-law,, F.jeune beau-frère,
mrjsj,你没别的事好做吗,nmbd,nǐ méi bié de shì hǎo zuò ma ,ydnda,You did not do anything else better to do,vnard, F.Vous n'avez rien d'autre à faire de mieux,
mrqh,谋取私利,mqul,móu qǔ sī lì ,, play one's own game ; trying to abstain profit ,, F.chercher à obtenir un profit personnel,
mrs,亲爱的,qad,qīn ài de ,, dear ; beloved,," F.cher, chérir ; chéri",
mrt,小报,xb,xiǎo bào ,, small-sized newspaper ; tabloid,, F.tabloïde ; petit journal,
mrzft,你最近在干什么？,nvjvg,nǐ zuì jìn zài gàn shén me ？,wsgow, What’s going on with you?,qspti, F.Que se passe t-il? Qu' avez vous?,
mrzzj,你最近还好吗？,nvjhh,nǐ zuì jìn hái hǎo ma ？,hatwy, How are things with you?,ccv, F.Comment ça va ?,
msbmz,你的那条腿要休息几个星期,ndntt,nǐ de nà tiáo tuǐ yào xiū xī jǐ gè xīng qī ,ystie, You should take it easy on that leg for a few weeks.,vjdsr, F.Votre jambe doit se reposer pendant plusieurs semaines.,
mseba,你的住宿费需要打折吗？,ndzxf,nǐ de zhù xiǔ fèi xū yào dǎ shé ma ？,wylad, Would you like a discount on your room charge?,svurs, F.Souhaitez-vous une remise sur votre prix de la chambre?,
msesm,你的生物课怎么样了？,ndswk,nǐ de shēng wù kè zěn me yàng le ？,hsybc, How’s your biology class going?,cvvcd, F.Comment va votre classe de biologie ?,
msg,木乃伊,mny,mù nǎi yī ,, mummy,, F.momie,
msg,小写,xx,xiǎo xiě ,, small letter,, F.minuscule,
mshjj,你的书到了，我们就会给你打电话,ndsdl,nǐ de shū dào le ，wǒ men jiù huì gěi nǐ dǎ diàn huà ,wicyw, We’ll call you when your book comes in.,nvaqv, F.Nous vous apelerons quand votre livre sera arrive,
msjhl,你的行为让我受够了,ndxwr,nǐ de háng wéi ràng wǒ shòu gòu le ,imfuw, I’m fed up with your behavior.,jeaad, F.J'en ai assez de votre comportement,
msk,紫药水,vys,zǐ yào shuǐ ,, gentian violet,, F.teinture de gentiane,
mskgz,你的账户透支了,ndzht,nǐ de zhàng hù tòu zhī le ,yaio, Your account is overdrawn .,vcead, F.Votre compte était à découvert.,
msqc,小巧玲珑,xqll,xiǎo qiǎo líng lóng ,, small and exquisite,, F.mignon ; exquis ; fin et délicat,
mstex,你的牛排要几分熟？,ndnpy,nǐ de niú pái yào jǐ fèn shú ？,hdywy, How do you want your steak cooked?,cvvlc, F.Comment voulez-vous la cuisson de votre steak ?,
mstqo,你有什么信仰吗？,nysmx,nǐ yǒu shén me xìn yǎng ma ？,dybia, Do you believe in anything?,avur, F.Avez-vous une religion?,
mswet,你的航班什么时候着陆？,ndhbs,nǐ de háng bān shén me shí hòu zhe lù ？,wdyfl, When does your flight land?,qhdvv, F.Quelle heure de votre vol a atterri?,
msxjm,你的数学课学得好吗？,ndsxk,nǐ de shù xué kè xué dé hǎo ma ？,aydwi, Are you doing well in math class?,ecqtt, F.est ce que tu te  débrouille en classe de mathématique,
msyjz,你的孩子还相信有圣诞老人吗？,ndhvh,nǐ de hái zǐ hái xiàng xìn yǒu shèng dàn lǎo rén ma ？,dyksb, Do your kids still believe in Santa Claus?,vecea, F.Votre enfant croit encore au Père Noël ?,
mszxy,你的建议是什么？,ndjys,nǐ de jiàn yì shì shén me ？,wwbya,What would be your advice?,qpv, F.Que proposez-vous?,
mt,案件,aj,àn jiàn ,, case,, F.cas,
mtag,本领,bl,běn lǐng ,, a skill ; know-how       ,, F.talent ; habileté ; capacité ; aptitude,
mtag,本质,bz,běn zhì ,, a innate character       ,, F.essence ; nature,
mtag,媒质,mz,méi zhì ,, medium,, F.médium,
mtag,素质,uz,sù zhì ,, quality ; performance ; level of competence ; diathesis,, F.qualité ; diathèse ; prédisposition,
mtag,杂货 ,vh,zá huò  ,,sundry goods ; groceries,, F.articles courants ; articles d'épicerie,
mtag,杂质  ,vz,zá zhì   ,, impurity,, F.impureté ; produit frelaté,
mtaq,来宾,lb,lái bīn ,,guest,, F.invité,
mtat,恭贺,gh,gōng hè ,, congratulate,, F.féliciter,
mtat,恭贺,gh,gōng hè ,,congratulate,, F.Félicitez,
mtat,杂费  ,vf,zá fèi   ,,incidental expenses ; incidentals,, F.frais divers,
mtb,本,b,běn ,,the root or stem of a plant ; foundations ; basis ; origin ; reel one's ; own ; native ; this ; current ; present ; according to ;based on edition ; version,, F.racine ; origine ; source ; capital ; cahier ; livre ; présent ; courant,
mtb,末日,mr,mò rì ,, doomsday ; end ; doom,, F.agonie ; déclin ; jour du Jugement dernier,
mtbg,来自,lv,lái zì ,,"  source ; cause, originate from       ",," F.source, venir de",
mtbq,本着,bz,běn zhe ,,In line with,, F.En ligne avec,
mtbq,菜谱,ip,cài pǔ ,, cookery-book ; cookbook,, F.livre de recettes,
mtbq,未曾,wi,wèi céng ,, have not ; did not,, F.ne pas avoir ; n'avoir jamais…,
mtbq,杂音,vy,zá yīn ,, noise,, F.bruits ; parasites,
mtc,茶,c,chá ,, tea ; certain kinds of drink or liquid food,, F.thé,
mtc,赤,c,chì ,, red ; royal ; sincere ; single-hearted ; bare,, F.rouge ; sincère ; nu ; vide,
mtcg,杂乱  ,vl,zá luàn   ,, mixed and disorderly ; in a jumble,, F.pêle-mêle ; en désordre,
mtcg,杂色  ,vu,zá sè   ,, variegated ; parti-colored ; motley,, F.bariolé ; bigarré,
mtcg,棕色,vu,zōng sè ,, brown,, F.couleur marron ; brun ; havane,
mtci,末尾,mw,mò wěi ,, froot ; end ; last ; terminally,, F.fin ; bout ; terme,
mtcl,本能,bn,běn néng ,, instinct,, F.instinct ; instinctif ; instinctivement,
mtcl,东北,db,dōng běi ,, north-east ; northeast of China ; ,, F.nord-est (de la Chine),
mtcq,杂记  ,vj,zá jì   ,,jottings ; notes,, F.notes ; mélanges,
mtct,本地,bd,běn dì ,,local,, F.local,
mtct,某地,md,mǒu dì ,, somewhere,, F.un certain endroit ; quelque part,
mtd,東,d,dōng ,,east        ,, F.est,
mtdt,菜肴,iy,cài yáo ,, cooked food (usu. meat dishes),, F.mets,
mteg,本金,bj,běn jīn ,, capital ; principal,, F.capital ; principal ; somme principale,
mteg,操作,iv,cāo zuò ,, operate ; manipulate,, F.travailler de ses mains ; manipuler ; opérer ; manœuvrer,
mteg,某年,mn,mǒu nián ,, in a certain year,, F.une certaine année,
mteg,荣任,rr,róng rèn ,, have the honor of assume,, F.avoir l'honneur d'assumer la charge de ; faveur et disgrace,
mteg,杀生,ss,shā shēng ,, kill,, F.détruire la vie ; meurtre,
mteg,索性,ux,suǒ xìng ,," since you have started the job, you might as well finish it",, F.franc ; droit ; candide ; sans tergiverser ; carrément ; franchement,
mtel,恭维,gw,gōng wéi ,, frlatter ; compliment,," F.faire des compliments, des louanges ; flagorner",
mteq,标准,bz,biāo zhǔn ,, standard criterion ; standard        ,, F.critère ; norme ; standard,
mteq,荣耀,ry,róng yào ,, honor ; glory,, F.honneur ; gloire ; éclat,
mteq,探望,tw,tàn wàng ,, visit ; pay a visit to ; call on ; look in ; look about,, F.visiter ; avoir une entrevue avec,
mtet,菜摊,it,cài tān ,, vegetable stall,, F.étalage de légumes ; éventaire de marchand de légumes,
mtf,木工,mg,mù gōng ,, woodwork ; carpentry ; woodworker ; carpenter,, F.charpentier ; menuisier,
mtg,不中意,bzy,bú zhōng yì ,, not to one's liking,, F.n'être pas au goût de,
mtg,操心,ix,cāo xīn ,, worry about ; trouble about ; take pains ; rack one's brains,, F.s'inquiéter ; se faire des soucis ; se préoccuper,
mtg,未必,wb,wèi bì ,," may not, not necessarily ",, F.pas nécessairement ; pas forcément,
mtgg,杂念  ,vn,zá niàn   ,, distracting thoughts,, F.intentions égoïstes ; considération d'ordre personnel,
mtgj,採,采用,サイ、と-る,,employ ; use ; adopt ,, F.adopter ; utiliser,
mtgj,探,探索,タン、さぐ-る、さが-す,,explore ; probe,, F.chercher ; poursuivre ; rechercher ; explorer,
mtgj,株,株,かぶ,, trunk of a tree ; stem of a plant ; individual plant ; plant,, F.tronc d'arbre ; plant compromettre ; impliquer,
mtgl,森严,uy,sēn yán ,, stern ; strict ; forbidding,, F.sévère ; grave ; imposant,
mtgl,探矿,tk,tàn kuàng ,, go prospecting ; prospect,, F.prospecter le terrain,
mtgq,本意,by,běn yì ,, original idea ; real intention,," F.intention originelle, originaire ; idée originelle, d'origine",
mtgt,标志,bz,biāo zhì ,,Mark,, F.Marque,
mtgt,探,t,tàn ,, try to find out ; explore ; sound,, F.s'informer ; sonder ; explorer ; épier ; rendre visite à ; visiter ; essayer ; tater,
mtgt,杂感  ,vg,zá gǎn   ,, random thoughts,, F.réflexions variées ; essai,
mtgt,杂志,vz,zá zhì ,,  magazine        ,, F.revue ; périodique ; journal,
mtgz,株,z,zhū ,, trunk of a tree ; stem of a plant ; individual plant ; plant,, F.tronc d'arbre ; plant compromettre ; impliquer,
mthg,擦伤,is,cā shāng ,, abrasion ; gall ; scotch ; scratch,, F.écorcher ; effleurer ; égratigner,
mthg,菜刀,id,cài dāo ,, kitchen knife,, F.couteau de cuisine,
mthg,杀伤,ss,shā shāng ,, kill and wound ; inflict casualties on,, F.tuer,
mthg,杂务   ,vw,zá wù    ,, odd jobs ; sundry duties,, F.petits travaux ; occupations diverses,
mthl,来历,ll,lái lì ,, origin ; source ; antecedents ; background ; past history,, F.origine ; antécédents ; provenance,
mthq,东方,df,dōng fāng ,, the east ; the East ; Asia        ,, F.est ; orient ; Orient,
mthq,探访,tf,tàn fǎng ,, seek by inquiry or search,, F.prendre des informations ; s'enquérir,
mtht,操劳,il,cāo láo ,, work hard ; take care ; look after,, F.travailler laborieusement ; se donner de la peine,
mti,菜,i,cài ,, vegetable ; greens ; (of food) dish ; course ,, F.légume ; plat,
mtig,媒介,mj,méi jiè ,, intermediary ; medium ; vehicle,, F.intermédiaire ; médiation ; entremise ; véhicule ; vecteur,
mtig,杀价,sj,shā jià ,," offer to buy sth. cheap, knowing the seller needs cash",, F.discuter le prix,
mtii,探听,tt,tàn tīng ,, try to find out ; make inquiries,, F.être aux écoutes ; prendre des informations ; s'enquérir ;espionner ; prêter l'oreille à ,
mtij,操,操作,ソウ、みさお、あやつ-る,, operate ; manipulate,, F.travailler de ses mains ; manipuler ; opérer ; manœuvrer,
mtik,棵,k,kē ,,"  spec. (for trees, etc.)        ",, F.sp. des plantes,
mtil,索引,uy,suǒ yǐn ,, index,, F.table des matières ; index,
mtiq,素养,uy,sù yǎng ,, accomplishment ; attainment,," F.formation d'un art, d'une technique ; maîtrise de soi",
mtiq,嫌弃,xq,xián qì ,, dislike and avoid ; cold-shoulder,, F.rejeter avec dédain ; battre froid à qn ; éviter qn,
mtit,探井,tj,tàn jǐng ,, prospect pit ; exploring shaft,, F.prospecter un puit,
